quality_tier,quality_score,registry_journal,title,year,doi,url,rights_class,topics,dossier_use_buckets,matched_query,abstract
A,13,Journal of Cutaneous and Aesthetic Surgery,Comparative study of microneedling monotherapy versus microneedling with autologous platelet-rich plasma for the treatment of stretch marks (striae distensae) and post-surgical scars: Clinical and dermoscopy outcomes,2024,10.25259/jcas_45_23,https://doi.org/10.25259/jcas_45_23,open_access_cc_by_nc,combination_therapy; regenerative_prp; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance,platelet rich plasma facial rejuvenation,"Objectives: Stretch marks and post-surgical scar marks may have negative cosmetic and psychological impacts.. Thus, this study aimed to compare the efficacy and safety of microneedling monotherapy versus microneedling in combination with autologous platelet-rich plasma (PRP) for the treatment of stretch marks and post-surgical scars. Material and Methods: This was a prospective randomized non-controlled study. A total of 30 study participants with stretch marks and post-surgery scars were enrolled and randomly divided into two groups, each with 15 study participants. All received three treatment sessions using microneedling monotherapy (Group A) or autologous PRP with microneedling (Group B) at 4-week intervals. Clinical response to treatment was assessed at the end of 20 weeks by comparing clinical photographs, Manchester Scar scale (MSS) score, dermoscopy images, and patient satisfaction scores. Results: At the end of the study, statistically significant esthetic improvement in terms of MSS scores was seen in Group B when compared to Group A. In Group A, 73.3% of the study participants were satisfied while in Group B, 86.6% were very satisfied with the results. Dermoscopy pictures substantiated the findings of clinical improvement. No major side effects were documented. Conclusion: PRP in combination with microneedling has a better outcome as compared to microneedling monotherapy. Furthermore, dermoscopy is a non-invasive tool that can be used to evaluate therapeutic response."
A,13,Journal of Cutaneous and Aesthetic Surgery,Facial contouring with the S.H.A.P.E. technique: A case series on buccal fat reduction,2025,10.25259/jcas_98_2025,https://doi.org/10.25259/jcas_98_2025,open_access_cc_by_nc,body_contouring; combination_therapy,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,multimodal facial rejuvenation,"Objectives: Buccal fat pad (BFP) modification enhances facial contours, reducing fullness and creating a sculpted appearance. This study presents a safe and straightforward technique for buccal fat reduction. Material and Methods: A retrospective analysis was conducted on 62 patients who underwent BFP reduction using the supraductal incision, hydrodissection, angle, pressure, excision (S.H.A.P.E). technique from October 2022 to September 2024. The S.H.A.P.E. technique involves five steps: Site of incision, hydrodissection, angle, pressure, and excision. Patient satisfaction was assessed using a 5-point Likert scale. Results: The cohort included 28 males (45.2%) and 34 females (54.8%), with an average age of 32 years. Standalone BFP removal was performed in 21 cases (33.9%), while the majority underwent combined procedures. A significant proportion of patients reported being “Highly Satisfied” (48.4%) or “Satisfied” (41.9%) with the results. Mild swelling was the most common post-operative observation, with no significant complications reported. Conclusion: The S.H.A.P.E. technique provides a structured approach to BFP reduction, minimizing risks and ensuring predictable outcomes. It helps avoid complications and ensures better outcomes. The technique simplifies buccal fat reduction into five key steps, ensuring that the procedure is both safe and effective, and easily reproducible, particularly for beginners."
A,13,Journal of Cutaneous and Aesthetic Surgery,Facial hair restoration using long hair follicular unit extraction – A case of beard to moustache transplantation,2025,10.25259/jcas_140_2024,https://doi.org/10.25259/jcas_140_2024,open_access_cc_by_nc,combination_therapy; regenerative_prp,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance,multimodal facial rejuvenation,"Facial hair plays a vital role in shaping an individual’s esthetic and cultural identity, and is often linked with masculinity. Alopecia in this area from scarring can have a significant psychological impact. Long-hair follicular unit extraction (FUE) offers the advantage of immediate visualization of transplant outcomes, making it a promising option for restoring facial hair. However, its application in moustache reconstruction has not been previously reported. This case describes a 32-year-old male with a postsurgical scar in the central moustache region following cleft lip repair. Using long hair FUE, 12 follicular units were harvested from the lower neck beard with the Zeus U Graft system, which employs a phased extraction technique to address the unique challenges of beard hair, including acute angulation and thicker shafts. The procedure avoided the need for shaving the donor or recipient areas, thereby enhancing patient comfort and aesthetic outcomes, and eliminating social downtime. Platelet-rich plasma and liposomal adenosine triphosphate were used as adjunctive measures to support graft retention and reduce effluvium. The patient reported high satisfaction with the outcome, with no complications and excellent healing observed during follow-up. This case demonstrates the feasibility and efficacy of long-hair FUE for mustache reconstruction, introducing a novel approach to addressing facial scarring and expanding the applications of hair restoration techniques."
A,13,Journal of Cutaneous and Aesthetic Surgery,Intradermal platelet-rich plasma for the treatment of melasma: A clinical and dermoscopic evaluation in dark skin,2023,10.4103/jcas.jcas_176_22,https://doi.org/10.4103/jcas.jcas_176_22,open_access_cc_by_nc,combination_therapy; lasers_energy_devices; regenerative_prp; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance,melasma aesthetic treatment,"Abstract Background: Melasma is a common dermatosis in both men and women showing varying degrees of success with treatment. Relapse of melasma is high in dark skin types, which necessitates the need for finding a modality of treatment, which not only treats but also prevents relapse. Aims: To study the effectiveness of platelet-rich plasma (PRP) in patients of melasma both clinically and dermoscopically in dark skin types. Materials and Methods: A prospective study of 20 female patients of Fitzpatrick skin type IV–V with mixed type of melasma and bilateral involvement of the face were enrolled for the study. PRP was injected intradermally at 4 weeks interval for three sittings, and the results were assessed clinically (by modified melasma area and severity score) and dermoscopically. Patients were counselled to ensure strict sun protection measures. Patient satisfaction was noted at baseline, 4 weeks, 8 weeks, and 12 weeks. Patients were followed up for 3 months to see for any relapse of the pigmentation. The follow-up showed no relapse of melasma in these patients. Statistical Analysis: Analysis of variance was used with Bonferroni correction for modified melasma area and severity score at various time interval. Subject global aesthetic improvement scale (SGAIS) and physician global esthetic improvement scale (PGAIS) were expressed in counts. P -value ≤ 0.05 was considered significant. Results: Modified melasma area and severity score and dermoscopic changes showed statistically significant improvement compared at the end of study in mild to severe cases. The subjective assessment was made by PGAIS. Patient satisfaction levels (assessed by SGAIS) also showed significant improvement in successive weeks of treatment. Few patients had mild redness and burning post procedure, which resolved spontaneously after few hours. Conclusion: From this study we concluded that PRP shows a significant improvement in melasma after 12 weeks of treatment with no relapse even after 3 months. Hence, PRP may be used not only as an adjuvant but also as a first line treatment in the view of longer sustained results when combined with strict sun protection. There is a paucity of studies showing results of PRP treatment in dark skin types, which is more resistant to treatment than lighter skin. Moreover, clinical improvement should not be the only parameter to decide on stopping treatment as chances of relapse can be higher. Dermoscopic evaluation helps in determining the changes in vasculature (telangiectasias) and pigmentation (dots and globules), which are better indicators of success of treatment."
A,13,Journal of Cutaneous and Aesthetic Surgery,Novel management of scarred recurrent intradermal nevus on the nasal tip through tri-lobe flap and scar resurfacing,2025,10.25259/jcas_94_2024,https://doi.org/10.25259/jcas_94_2024,open_access_cc_by_nc,combination_therapy; lasers_energy_devices; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,laser resurfacing aesthetic,"Incomplete removal of a nevus can lead to recurrence and scarring, requiring revision for optimal outcomes. A 36-year-old female presented with a recurrent nasal supra-tip intradermal nevus after failed treatments, including shave excision, hyfrecation, erbium, and fractional carbon dioxide (CO2) lasers. She developed a hypopigmented plaque with fibrosis and residual nevus tissue, confirmed by ultrasound and histopathological examination. Excision with a trilobe transposition flap restored nasal contour while minimizing asymmetry. Histopathology confirmed residual intradermal melanocytic nevus (congenital type) with characteristic melanocyte nests in the papillary dermis and melanocytes splayed between collagen bundles in the reticular dermis, along with secondary fibrosis from previous procedures. Clear margins were achieved in one stage. Postoperative scar management with dermabrasion, fractional CO2 laser, and pulsed dye laser improved esthetics. This case underscores the importance of proper nevus removal and the trilobe flap as an effective reconstructive approach for appropriately sized nasal defects, while demonstrating how multimodal treatment can optimize outcomes."
A,13,Plastic and Aesthetic Research,Asymmetric spindle skin harvesting combined with continuous Z skin grafting: experience in correcting metacarpophalangeal joint dorsiflexion deformities,2025,10.20517/2347-9264.2025.28,https://doi.org/10.20517/2347-9264.2025.28,open_access_cc_by,combination_therapy; lasers_energy_devices; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,microfocused ultrasound skin laxity,"Dorsiflexion deformity of the metacarpophalangeal (MCP) joint is a common complication of hand burns, often leading to severely compromised hand function and aesthetics. Traditional surgical techniques typically involve extensive skin harvesting and grafting with splicing, which may increase procedural risks and donor site morbidity, as well as complications such as graft failure, infection, and necrosis. These limitations highlight the need for a surgical approach that can effectively correct scar contracture deformities while minimizing operative challenges and risks, improving graft survival, and promoting functional recovery. Based on the clinical surgical outcomes of 12 patients, we propose a novel technique involving asymmetric spindle-shaped excision combined with continuous Z skin grafting. This approach aims to optimize therapeutic outcomes through personalized scar excision and contracture release, utilizing asymmetric fusiform skin removal, an ultra-tension-reducing suture technique, continuous Z skin grafting, and functional fixation. This article outlines the surgical procedure, technical points, and clinical effects of the proposed method. Ultimately, this method effectively corrects MCP joint dorsiflexion deformities in burn patients, significantly improving both hand function and appearance."
A,13,Plastic and Aesthetic Research,"Fat grafting in autologous breast reconstruction: applications, outcomes, safety, and complications",2023,10.20517/2347-9264.2022.91,https://doi.org/10.20517/2347-9264.2022.91,open_access_cc_by,body_contouring; combination_therapy; lasers_energy_devices; regenerative_prp; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,submental fat deoxycholic acid,"Autologous fat grafting is an important surgical technique in aesthetic and reconstructive procedures. Fat grafting for breast reconstruction is now an established procedure for adding volume and improving cutaneous pliability; it can be used independently to replace more invasive flap procedures or implants, or as an adjunct for smaller volume supplementation. The breadth of applications in the breast necessitates diversity in technique and approach, and while there is no universally agreed-upon protocol, basic principles have guided the evolution of some commonly adopted tenets. Broadly, fat grafting outcomes are highly favorable but dependent on patient and procedure factors, requiring learned patient selection and expertise in recipient site assessment. Common complications from fat grafting, such as fat necrosis and the development of nodules, are particularly troublesome for post-oncologic patients, requiring considerable pre-surgical consultation for patient education and managing expectations. In addition to volume and contour augmentation, fat grafting has additional beneficial effects that have recently drawn increased attention including pain reduction from implant capsular contracture or post-mastectomy pain syndrome, improved skin quality and reduced fibrosis following radiation, and possible anti-tumorigenic effects. New developments in clinical fat grafting research that are promising include the use of adipose progenitor cells admixed with lipoaspirate for improved volume retention or alternative biologics such as platelet-rich plasma. Preclinically, research towards safe and effective regenerative medicine approaches is actively underway, with the ultimate goal of achieving predictable and increased graft retention, reducing the number of required surgical procedures and enabling on-table results to reflect procedure outcomes."
A,12,Aesthetic Surgery Journal,"A Multicenter, Open-Label Study of Combined Poly-L-Lactic Acid and Hyaluronic Midface Filler Regimen Enhances Facial Harmony and Skin Quality in GLP-1 Medication Users",2026,10.1093/asj/sjaf240,https://doi.org/10.1093/asj/sjaf240,unknown,combination_therapy; dermal_fillers; glp1_aesthetics; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance; structured_taxonomy_support,poly-L-lactic acid filler,"Abstract Background Weight loss induced by glucagon-like peptide-1 receptor agonists (GLP-1 RAs) can lead to facial volume loss, wrinkles, and sagging skin, resulting in an aged and gaunt appearance that negatively affects subject satisfaction and self-perception. Objectives This study assessed the treatment regimen of poly-L-lactic acid (PLLA-SCA) and 2 hyaluronic acid midface fillers (HA-LYF, HA-CON) on restoring facial balance, correcting contour deficiencies, and improving skin quality in subjects who experienced weight loss from GLP-1 RA therapy. Methods This multicenter, open-label study enrolled 41 subjects with cheek wrinkles and midface contour deficiencies following GLP-1 RA–driven weight loss. Subjects received 2 to 3 treatment sessions of PLLA-SCA and 1 to 2 treatment sessions of HA-LYF or HA-CON, with follow-ups through 9 months since the last PLLA-SCA treatment. Efficacy evaluations included objective skin quality assessments using bioinstrumentation, improvements in facial contour deficiencies using standardized photography, and subject self-assessment questionnaires. Safety was also monitored throughout the study. Results The PLLA-SCA and HA-LYF or HA-CON treatment regimen significantly improved facial skin quality and enhanced contour in the cheek, jawline, and perioral areas, and demonstrated objective improvement in hydration and skin radiance. Additionally, subjects were satisfied with the treatment results, with no treatment-related adverse events reported. Conclusions PLLA-SCA and HA-LYF or HA-CON provided effective, safe, and sustained improvements in facial balance, contour, and skin quality in subjects who experienced facial volume loss and ageing from weight loss following GLP-1 RA therapy. Level of Evidence: 3 (Therapeutic)"
A,12,Aesthetic Surgery Journal,Comparative Efficacy and Safety of Injectable Tranexamic Acid Combination Therapies for Melasma: A Network Meta-analysis of Randomized Controlled Trials,2025,10.1093/asj/sjaf097,https://doi.org/10.1093/asj/sjaf097,unknown,combination_therapy; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance; structured_taxonomy_support,melasma aesthetic treatment,"Abstract Melasma is a challenging hyperpigmentation disorder affecting predominantly women with darker skin tones. Despite various treatments, achieving consistent and effective results remains difficult. Tranexamic acid (TXA) has emerged as a promising therapeutic agent, particularly through intradermal injections, but its optimal concentration, delivery method, and combination therapies remain unclear. In this study, the authors aim to evaluate the efficacy and safety of injectable TXA, focusing on its use alone and in combination with other treatments, such as hydroquinone, for melasma. A network meta-analysis of 9 randomized controlled trials was conducted, involving 358 participants. Data on melasma subtype, TXA concentration, delivery method, and treatment outcomes (Melasma Area and Severity Index [MASI] scores) were extracted. Statistical analysis was performed using a random-effects model, assessing both direct and indirect comparisons. The combination of TXA and 4% hydroquinone showed the most significant improvement in MASI scores compared with other interventions, demonstrating superior efficacy. Adverse effects were mild and transient, including injection-site pain and erythema, underscoring a favorable safety profile. Injectable TXA, especially in combination with hydroquinone, is an effective treatment for melasma. Standardized protocols and long-term studies are needed to optimize its use. Level of Evidence: 3 (Therapeutic)"
A,12,Aesthetic Surgery Journal,Comparison of Different Acellular Dermal Matrix in Breast Reconstruction: A Skin-to-Skin Study,2024,10.1093/asj/sjae035,https://doi.org/10.1093/asj/sjae035,unknown,combination_therapy; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,skin booster aesthetic,"Abstract Background Since the early 2000s, acellular dermal matrix has been a popular adjunct to prepectoral breast reconstruction to enhance outcomes. Objectives The aim of this study was to investigate the differences in the postoperative course of 2 standard acellular dermal matrix products, AlloDerm SELECT Ready To Use and DermACELL. Methods A prospective, patient-blind study of patients undergoing bilateral nipple and/or skin-sparing mastectomies with either tissue expander or silicone implant insertion between 2019 and 2022 were selected for this study. The study design used patients as their own controls between 2 products randomly assigned to the left or right breast. Outcomes between the products included average time for drain removal, infection rate, seroma rate, and incorporation rates. Results The prospective clinical data of 55 patients (110 breasts) were recorded for 90 days. There were no significant differences between drain removal time, average drain output, or seroma aspiration amount. A higher percentage of seromas was recorded in the breasts with AlloDerm (30.91%) compared with breasts containing DermACELL (14.55%, P &lt; .05), and a statistically significant difference between the incorporation rates of AlloDerm (93.4%) and DermACELL (99.8%, P &lt; .05) was observed. Conclusions Irrespective of patient demographic disparities, both products had a 94.55% success rate for reconstruction outcomes. AlloDerm was determined to have a higher incidence of seromas as a postoperative complication and a trend to lower incorporation. Level of Evidence: 3"
A,12,Aesthetic Surgery Journal,Developing the Aesthetic Postoperative Complication Score (APeCS) for Detecting Major Morbidity in Facial Aesthetic Surgery,2024,10.1093/asj/sjad379,https://doi.org/10.1093/asj/sjad379,unknown,combination_therapy; practice_safety,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,aesthetic complication management,"Abstract Background Facial aesthetic surgery encompasses a variety of procedures with complication rates that are difficult to estimate due to a lack of published data. Objectives We sought to estimate major complication rates in patients undergoing facial aesthetic procedures and develop a risk assessment tool to stratify patients. Methods We utilized the Tracking Operation and Outcomes for Plastic Surgeons (TOPS) database from 2003-2018. The analytic database included major facial aesthetic procedures. Univariate analysis and a backward stepwise multivariate regression model identified risk factors for major complications. Regression coefficients were utilized to create the score. Performance robustness was measured with area under receiver operating characteristic curves and sensitivity analyses. Results A total of 38,569 patients were identified. The major complication rate was 1.2% (460). The regression model identified risk factors including over 3 concomitant surgeries, BMI ≥25, ASA class ≥2, current or former smoker status, and age ≥45 as the variables fit for risk prediction (n = 13,004; area under curve: 0.68, standard error: 0.013, [0.62-0.67]). Each of the 5 variables counted for 1 point, except over 3 concomitant surgeries counting for 2, giving a score range from 0 to 6. Sensitivity analysis showed the cutoff point of ≥3 to best balance sensitivity and specificity, 58% and 66%, respectively. At this cutoff, 65% of cases were correctly classified as having a major complication. Conclusions We developed an acceptable risk prediction score with a cutoff value of ≥3 associated with correctly classifying approximately 65% of those at risk for major morbidity when undergoing face and neck aesthetic surgery. Level of Evidence: 3"
A,12,Aesthetic Surgery Journal,Erbium:YAG Laser Combined With Plant-Derived Exosomes (ASCEplus IRLV) for Genital Rejuvenation,2026,10.1093/asj/sjaf243,https://doi.org/10.1093/asj/sjaf243,unknown,combination_therapy; lasers_energy_devices; regenerative_prp,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance,laser skin rejuvenation,"Abstract Background Genitourinary syndrome of menopause (GSM) is a condition affecting peri and postmenopausal women. Er:YAG vaginal laser has been reported to improve symptoms through thermal remodeling, without tissue ablation. Exosomes are emerging biological mediators with regenerative and anti-inflammatory effects. Their use in combination with Er:YAG laser has not yet been extensively studied. Objectives The aim of this study was to evaluate safety and clinical efficacy of combining Er:YAG vaginal laser with topical intravaginal application of plant-derived exosomes (ASCEplus IRLV) for GSM symptoms. Methods Twenty women aged 45-63 years with GSM were enrolled between June and December 2023. Inclusion criteria were GSM symptoms, exclusion criteria included active infection, hormone therapy, or pelvic malignancy. Patients underwent 4 sessions of Er:YAG laser (4 J, 3600 pulses, 4 weeks apart), followed by intravaginal topical intervaginal application of 4 mL ASCEplus IRLV. Outcomes were assessed at baseline, 3 and 6 months with the Vaginal Health Index (VHI) and Female Sexual Distress Scale–Revised. Results Vaginal Health Index Scores improved significantly at 3 and 6 months. Female Sexual Distress Scale–Revised scores decreased significantly at 3 and 6 months and stabilized thereafter. Subgroup analysis showed consistent benefit across different baseline VHI ranges. Patients reported improvements in vaginal dryness, dyspareunia, and mild urinary incontinence. No adverse events occurred. Conclusions Combined Er:YAG laser and plant-derived exosomes is a safe, non-hormonal, regenerative option for GSM. The treatment improved vaginal symptoms, sexual function, and urinary complaints with durable effects. Larger controlled studies are needed to confirm these preliminary findings. Level of Evidence: 4"
